"year","state","district","ID","INC","Open","Challenge","Winner","Dcont","Rcont","Ocont","Midterm.","PVI...100.to.100.","PresYrsIncumb","PresParty","PrevPresR.","PrevPresD.","PrevPresParty","TermsDemControl","TermsRepControl","Age.25.to.44","Age.65.and.over","Race.White","Race.Black.or.African.American","Race.American.Indian.and.Alaska.Native","Race.Asian","Race.Native.Hawaiian.and.Other.Pacific.Islander","Race.Some.other.race","Race.Two.or.more.races","Race.Hispanic.or.Latino","Unemployment.Rate","Delta.unemployment.Rate","Median.household.income","PercentDelta.median.household.income","Percent.below.poverty.level","INC_DW_NOM","SabatoNum","PVI2","thirdParty","midtermEffect","ideologyEffect","dContDiff","Repub","dPct2","rPct2","dWin","Polls","dSwing","PrevElectionD2","Prev2ElectionD2","Prev2ElectionD2Diff","OpenInc","midPres","PrevElectionD2Diff","PrevElectionD2DiffSwing","logDCont","logRCont","logDContDiff","ideologyEffect2","crossPressure"
"2016","AZ","7","2016AZ7","D",0,1,"D",734379.24,32120.36,0,"0",-23,8,"D",26.5,71.7,"D",18,0,29.9,6.8,65.5,9.7,2.9,2.3,0.2,16.4,3,64.6,6.7,-1.6,34186,-0.009799333,30.6,-0.446,-5,-22,"0","0",10.258,702258.88,-1,0.745981278380504,0.254018721619496,1,-1.1,4.6,1,1,0.5,"D","On-cycle",0.5,0,13.5067822116084,10.3772765083848,3.1295057032236,-10.258,0
"2016","AZ","9","2016AZ9","D",0,1,"D",2441662.77,390693.55,0,"0",-4,8,"D",46.6,51.1,"D",18,0,30.6,10.4,77.3,5.3,2.7,4.7,0.3,6,3.7,27.5,5.2,-1.3,50832,-0.013810198,13.6,-0.109,-5,-3,"0","0",0.436,2050969.22,-1,0.611229195353436,0.388770804646564,1,-1.1,4.6,0.56637264279578,0.521949715353458,0.0219497153534585,"D","On-cycle",0.0663726427957804,0.0444229274423219,14.7081902378505,12.8756813316241,1.83250890622633,-0.436,0
"2016","AR","2","2016AR2","R",0,1,"R",28356.18,1659003.93,0,"0",7,8,"D",54.7,42.9,"R",0,3,27,13.8,73,22.1,0.3,1.5,0,1,2.1,5,4.4,-0.7,47206,-0.009426768,11.3,0.478,5,7,"1","0",3.346,-1630647.75,1,0.386729537626807,0.613270462373193,0,-1.1,4.6,0.456751268733914,0.417040441644781,-0.0829595583552186,"R","On-cycle",-0.0432487312660859,0.0397108270891327,10.2526355398769,14.3217285408378,-4.06909300096096,3.346,0
"2016","CA","1","2016CA1","R",0,1,"R",134916.57,1020260.55,0,"0",11,8,"D",56.6,40.3,"R",0,2,22.1,18.9,86.2,1.4,1.9,2.6,0.2,2.8,4.8,12.9,5.9,-1.3,45741,0.000218622,11.6,0.561,5,10,"0","0",6.171,-885343.98,1,0.404861236421379,0.595138763578621,0,-1.1,4.6,0.389699222,0.426174234,-0.073825766,"R","On-cycle",-0.110300778,-0.036475012,11.8124192783404,13.8355695739587,-2.02315029561829,6.171,0
"2016","CA","2","2016CA2","D",0,1,"D",816640.17,4228,0,"0",-22,8,"D",27,69,"D",2,0,23.6,17.5,80.5,1.6,2.2,3.8,0.2,7.1,4.6,17.2,5,-0.9,62964,-0.019360269,8.1,-0.436,-5,-21,"0","0",9.592,812412.17,-1,0.770896409331055,0.229103590668945,1,-1.1,4.6,0.749912653,0.712432998,0.212432998,"D","On-cycle",0.249912653,0.0374796549999999,13.6129550729573,8.34972083747249,5.26323423548478,-9.592,0
"2016","CA","3","2016CA3","D",0,1,"D",879539.66,390349.84,0,"0",-5,8,"D",43.1,54.3,"D",2,0,25.6,12.6,65.3,6.1,1.1,11,0.5,10.1,6,28.7,6.6,-0.9,56306,-0.004670905,11.9,-0.315,-5,-5,"0","0",1.575,489189.82,-1,0.582309380518052,0.417690619481948,1,-1.1,4.6,0.527246107,0.542304931,0.042304931,"D","On-cycle",0.027246107,-0.015058824,13.6871550729041,12.8748012034611,0.812353869443031,-1.575,0
"2016","CA","4","2016CA4","R",0,1,"R",90885.98,1000517.91,0,"0",10,8,"D",57.9,39.5,"R",0,12,22.5,18.4,85.5,1.3,1.1,4.7,0.2,3.1,4.2,12.8,5.8,-1.2,66547,-0.019129337,7.1,0.745,5,10,"0","0",7.45,-909631.93,1,0.372152359541951,0.627847640458049,0,-1.1,4.6,0,0.388908455,-0.111091545,"R","On-cycle",-0.5,-0.388908455,11.4173720355831,13.816029333377,-2.39865729779391,7.45,0
"2016","CA","5","2016CA5","D",0,1,"D",2017535.65,2700,0,"0",-21,8,"D",27.5,69.7,"D",18,0,25.6,15.1,66.6,6.4,1,10.9,0.5,9,5.5,27.2,5.9,-1.5,64524,-0.010616205,8.8,-0.394,-5,-21,"0","0",8.274,2014835.65,-1,0.771790199546242,0.228209800453758,1,-1.1,4.6,1,0.744711233,0.244711233,"D","On-cycle",0.5,0.255288767,14.5173878450083,7.90137735379262,6.61601049121571,-8.274,0
"2016","CA","6","2016CA6","D",0,1,"D",1003549.57,2805,0,"0",-21,8,"D",28.3,69.1,"D",18,0,29.6,11.3,53.5,12.6,0.9,15.5,1.3,9.2,7,27.8,7.8,-1.4,47433,-0.007589653,18.5,-0.435,-5,-20,"0","0",9.135,1000744.57,-1,0.752486701440892,0.247513298559108,1,-1.1,4.6,0.72689126,0.750524354,0.250524354,"D","On-cycle",0.22689126,-0.0236330939999999,13.8190548395711,7.93951526066241,5.87953957890873,-9.135,0
"2016","CA","7","2016CA7","D",0,1,"D",4192531.21,1355340.14,0,"0",-3,8,"D",46.8,50.8,"D",18,0,26.8,13.4,65.1,7.4,0.7,15,0.8,4.4,6.6,16.7,7,-1.2,65159,-0.013459384,9.5,-0.223,-2,-2,"0","0",0.669,2837191.07,-1,0.511914961129621,0.488085038870379,1,-1.1,4.6,0.503962699,0.516815409,0.016815409,"D","On-cycle",0.00396269900000001,-0.01285271,15.2488154554168,14.1195637444464,1.12925171097045,-0.669,0
"2016","CA","8","2016CA8","R",0,1,"R",31604.31,999549.2,0,"0",9,8,"D",55.6,41.7,"R",0,2,24.8,12.5,74.6,8.1,1.4,2.9,0.4,8.7,4,38.3,7.6,-1,46927,0.01534298,17.4,0.384,5,9,"0","0",3.456,-967944.89,1,0.372535548577815,0.627464451422185,0,-1.1,4.6,0.323531466,0,-0.5,"R","On-cycle",-0.176468534,0.323531466,10.3610804234329,13.8150606567739,-3.45398023334102,3.456,0
"2016","CA","9","2016CA9","D",0,1,"D",1154434.25,135648.05,0,"0",-8,8,"D",40.1,57.8,"D",18,0,25.9,11.8,56.3,8.8,0.8,14.1,0.5,11.3,8.3,38.1,8,-1.7,55958,-0.009989635,14.5,-0.258,-5,-8,"0","0",2.064,1018786.2,-1,0.576297477451092,0.423702522548908,1,-1.1,4.6,0.523703838,0.555540955,0.055540955,"D","On-cycle",0.023703838,-0.031837117,13.9591218213186,11.8178263147452,2.14129550657345,-2.064,0
"2016","CA","10","2016CA10","R",0,1,"R",1632870.46,4183054.63,0,"0",0,8,"D",47,50.6,"D",0,2,26.6,11.4,73.1,3.2,0.7,6.7,0.7,10.4,5.2,41.7,8.8,-1.4,54111,-0.006412744,13.9,0.31,-2,0,"0","0",0,-2550184.17,1,0.476306760370081,0.523693239629919,0,-1.1,4.6,0.438510799,0.472918131,-0.027081869,"R","On-cycle",-0.061489201,-0.034407332,14.3058506548312,15.2465525494036,-0.940701894572337,0,1
"2016","CA","11","2016CA11","D",0,1,"D",425816.84,7789.5,0,"0",-21,8,"D",30,67.6,"D",5,0,26.1,14.9,62.4,8.7,0.4,13.2,0.5,9.3,5.4,26.1,5.8,-0.9,75633,-0.018391443,8.8,-0.541,-5,-20,"0","0",11.361,418027.34,-1,0.717622166916527,0.282377833083473,1,-1.1,4.6,0.672739348,0.697317276,0.197317276,"D","On-cycle",0.172739348,-0.024577928,12.9617669281683,8.96066032165741,4.00110660651094,-11.361,0
"2016","CA","13","2016CA13","D",0,1,"D",1374381.11,4521,0,"0",-40,8,"D",9,87.5,"D",18,0,31.7,12.6,45.2,18.3,0.7,20.8,0.6,8.1,6.4,21.5,6.1,-1.1,61663,-0.040056436,12.2,-0.685,-5,-39,"0","0",27.4,1369860.11,-1,0.907087242440395,0.0929127575596054,1,-1.1,4.6,0.884787666,1,0.5,"D","On-cycle",0.384787666,-0.115212334,14.1335148135384,8.41670965283791,5.71680516070044,-27.4,0
"2016","CA","14","2016CA14","D",0,1,"D",609007.1,4140.06,0,"0",-27,8,"D",23.6,74.2,"D",12,0,28.9,14.4,48.2,3.3,0.3,32.4,1.4,9.6,4.8,24.4,5,-0.9,89241,-0.051792338,5.1,-0.387,-5,-26,"0","0",10.449,604867.04,-1,0.80883917651469,0.19116082348531,1,-1.1,4.6,0.766959892,0.789165373,0.289165373,"D","On-cycle",0.266959892,-0.022205481,13.3195868470962,8.3287070726944,4.99087977440179,-10.449,0
"2016","CA","15","2016CA15","D",0,1,"D",1370215.24,632.75,0,"0",-20,8,"D",29.8,68,"D",8,0,29.1,11.5,48.4,6.3,0.5,30.6,1.1,7.1,6.1,23.2,4.9,-1.7,92311,-0.043775931,5.8,-0.356,-5,-19,"0","0",7.12,1369582.49,-1,0.737557713864654,0.262442286135346,1,-1.1,4.6,0.698053266,1,0.5,"D","On-cycle",0.198053266,-0.301946734,14.130479124765,6.45165455490539,7.67882456985964,-7.12,0
"2016","CA","16","2016CA16","D",0,1,"D",1760735.77,791213.79,0,"0",-9,8,"D",39.4,58.6,"D",18,0,27.1,9.5,57.4,5.9,1,9.3,0.2,22.2,4,59.2,8.4,-1.2,37291,0.017028237,27,-0.186,-5,-9,"0","0",1.674,969521.98,-1,0.578363984889438,0.421636015110562,1,-1.1,4.6,0.507311993,0.574086131,0.0740861310000001,"D","On-cycle",0.00731199299999996,-0.0667741380000001,14.3812428987359,13.5813247522403,0.799918146495601,-1.674,0
"2016","CA","18","2016CA18","D",0,1,"D",1315754.03,26381.26,0,"0",-23,8,"D",28.9,68.2,"D",17,0,27.5,14.1,66.7,1.9,0.3,21,0.3,5,4.8,16.6,4,-1.1,107319,-0.038241132,4.3,-0.382,-5,-21,"0","0",8.786,1289372.77,-1,0.712317907366541,0.287682092633459,1,-1.1,4.6,0.677543206,0.70489246,0.20489246,"D","On-cycle",0.177543206,-0.0273492540000001,14.0899212261234,10.1804470935646,3.9094741325588,-8.786,0
"2016","CA","19","2016CA19","D",0,1,"D",1157330.99,5500,0,"0",-24,8,"D",26.5,71.2,"D",2,0,29.6,11,47.2,3.1,0.7,27,0.4,16.5,4.9,41,6.1,-1.7,81193,-0.026517064,9,-0.401,-5,-23,"0","0",9.624,1151830.99,-1,0.739690144243197,0.260309855756803,1,-1.1,4.6,1,0.732357759,0.232357759,"D","On-cycle",0.5,0.267642241,13.9616279053793,8.61268517287546,5.34894273250385,-9.624,0
"2016","CA","20","2016CA20","D",1,1,"D",1347679.65,418826.39,0,"0",-23,8,"D",26.2,70.9,"D",12,0,26.7,11.7,75.6,2.1,0.7,5.3,0.3,12,4,52,5.3,-1.6,60807,-0.009554821,12,-0.455,-5,-22,"0","0",10.465,928853.26,-1,0.706014795754262,0.293985204245738,1,-1.1,4.6,1,0.740685557,0.240685557,"Open","On-cycle",0.5,0.259314443,14.1138956358594,12.9452141569861,1.16868147887333,-10.465,0
"2016","CA","21","2016CA21","R",0,1,"R",746321.04,2822073.4,0,"0",-5,8,"D",43.5,54.6,"D",0,19,28.7,7.8,70.3,4.3,1.1,3.2,0.2,18,3,72.9,8.4,-0.7,37950,0.021027668,27.3,0.255,2,-5,"0","0",-1.275,-2075752.36,1,0.420261758829704,0.579738241170296,0,-1.1,4.6,0.421658667,0.422409123,-0.077590877,"R","On-cycle",-0.078341333,-0.00075045600000001,13.522912475043,14.852982775328,-1.33007030028497,-1.275,1
"2016","CA","22","2016CA22","R",0,1,"R",0,1372432.87,0,"0",8,8,"D",56.6,41.6,"R",0,7,26.5,11.4,72.7,3.3,0.9,7.4,0.2,11.3,4.1,46.5,7.1,-1.2,52897,0.00587935,16.3,0.449,5,8,"0","0",3.592,-1372432.87,1,0.3179003973636,0.6820996026364,0,-1.1,4.6,0.279649323,0.381203229,-0.118796771,"R","On-cycle",-0.220350677,-0.101553906,0,14.1320962690557,-14.1320962690557,3.592,0
"2016","CA","23","2016CA23","R",0,1,"R",40357.4,8205273.38,0,"0",14,8,"D",61.5,36.1,"R",0,2,26.7,11.6,75.5,6.5,1.1,5.1,0.2,7.7,3.9,37.5,6.4,-1,55574,-0.017580163,15.3,0.462,5,14,"0","0",6.468,-8164915.98,1,0.299933391307566,0.700066608692434,0,-1.1,4.6,0.251605828,0,-0.5,"R","On-cycle",-0.248394172,0.251605828,10.6055548304706,15.9202877225322,-5.31473289206158,6.468,0
"2016","CA","24","2016CA24","D",1,1,"D",4060055.53,3409358.26,52593.59,"0",-7,8,"D",43.1,54.1,"D",2,0,23.9,14.8,78.6,2,0.9,4.6,0.2,10,3.8,35.3,4.6,-1,62276,-0.021340484,9,-0.389,-2,-6,"0","0",2.723,650697.27,-1,0.532463085225872,0.467536914774128,1,-1.1,4.6,0.519271205,0.550972776,0.0509727760000001,"Open","On-cycle",0.019271205,-0.031701571,15.2167074551263,15.042034931311,0.17467252381533,-2.723,0
"2016","CA","25","2016CA25","R",0,1,"R",1883761.68,1679628.36,0,"0",0,8,"D",49.7,47.8,"R",0,12,25.6,10.1,64.8,8,0.5,8,0.2,13.3,5.3,37.3,6.2,-1,72342,0.004492549,10.6,0.406,-2,1,"0","0",0,204133.32,1,0.458012919101815,0.541987080898185,0,-1.1,4.6,0,0.452211772,-0.047788228,"R","On-cycle",-0.5,-0.452211772,14.4487817601543,14.3340837079919,0.114698052162474,0,0
"2016","CA","26","2016CA26","D",0,1,"D",2023025.27,431832.35,0,"0",-7,8,"D",43.7,54,"D",2,0,25.7,13.3,78.7,1.9,0.8,6.8,0.2,7.4,4.2,44.5,5.8,-0.6,76002,-0.011854951,8.5,-0.277,-5,-6,"0","0",1.939,1591192.92,-1,0.598637098171648,0.401362901828352,1,-1.1,4.6,0.513316336,0.526917612,0.026917612,"D","On-cycle",0.013316336,-0.0136012759999999,14.5201051017304,12.9757950289113,1.5443100728191,-1.939,0
"2016","CA","27","2016CA27","D",0,1,"D",821116.26,208248.35,0,"0",-16,8,"D",35,62.6,"D",8,0,26.9,15.9,42.7,4.5,0.3,37.3,0.2,11.5,3.5,27.5,4.8,-0.9,68755,-0.003214312,9.5,-0.503,-5,-15,"0","0",8.048,612867.91,-1,0.664883913970585,0.335116086029415,1,-1.1,4.6,0.59357266,0.639775443,0.139775443,"D","On-cycle",0.09357266,-0.046202783,13.6184212040581,12.2464914387757,1.37192976528238,-8.048,0
"2016","CA","28","2016CA28","D",0,1,"D",973437.67,0,0,"0",-23,8,"D",26.5,70.3,"D",7,0,34.3,14.3,67.8,2.6,0.4,13.5,0.1,11.8,3.8,26.2,6.4,-1.2,56103,-0.033830633,11,-0.347,-5,-22,"0","0",7.981,973437.67,-1,0.779236072155437,0.220763927844563,1,-1.1,4.6,1,0.764874691,0.264874691,"D","On-cycle",0.5,0.235125309,13.7885901023235,0,13.7885901023235,-7.981,0
"2016","CA","30","2016CA30","D",0,1,"D",663208.85,0,0,"0",-18,8,"D",32.1,65.3,"D",18,0,29.6,13.9,66.7,4.5,0.4,12.4,0.1,11.2,4.7,28.9,5.8,-1,70750,-0.020975265,8.2,-0.344,-5,-17,"0","0",6.192,663208.85,-1,0.724391977866228,0.275608022133772,1,-1.1,4.6,0.656399991,1,0.5,"D","On-cycle",0.156399991,-0.343600009,13.4048467349245,0,13.4048467349245,-6.192,0
"2016","CA","31","2016CA31","D",0,1,"D",2011901.87,1695021.78,0,"0",-8,8,"D",40.6,57.2,"D",1,0,28.3,9.4,60.4,10.8,0.7,7.8,0.4,15.1,4.7,50.8,7.5,-1.1,53700,0.008715084,16.3,-0.28,-5,-8,"0","0",2.24,316880.09,-1,0.556733353239773,0.443266646760227,1,-1.1,4.6,0.517337449,0,-0.5,"D","On-cycle",0.017337449,0.517337449,14.5145915336886,14.3432067382344,0.171384795454161,-2.24,0
"2016","CA","33","2016CA33","D",0,1,"D",1116571.91,73968.91,0,"0",-16,8,"D",36.8,60.6,"D",12,0,27.9,16.1,74.4,2.9,0.3,14.1,0.2,2.9,5.2,12.5,4.8,-0.8,96398,-0.01516629,4.8,-0.347,-5,-14,"0","0",5.552,1042603,-1,0.662554091922908,0.337445908077092,1,-1.1,4.6,0.591872415,1,0.5,"D","On-cycle",0.091872415,-0.408127585,13.9257746504142,11.2114136678717,2.71436098254248,-5.552,0
"2016","CA","35","2016CA35","D",0,1,"D",443521.07,3747.65,0,"0",-19,8,"D",30.6,67.4,"D",12,0,29.5,7.9,53.4,6.8,0.8,6.6,0.3,27.9,4.2,70,7.8,-1.5,54748,-0.001570834,15.1,-0.362,-5,-18,"0","0",6.878,439773.42,-1,0.717637752033265,0.282362247966736,1,-1.1,4.6,1,1,0.5,"D","On-cycle",0.5,0,13.0025028427405,8.2291510541489,4.77335178859162,-6.878,0
"2016","CA","36","2016CA36","D",0,1,"D",2603224.23,659694.71,0,"0",-2,8,"D",47.5,50.7,"D",8,0,23.9,19.3,67.6,4.4,1.1,3.3,0.2,20,3.5,48.4,7.5,-1.1,45295,0.000485705,16.3,-0.232,-5,-1,"0","0",0.464,1943529.52,-1,0.61426560954199,0.38573439045801,1,-1.1,4.6,0.541840926,0.529393395,0.029393395,"D","On-cycle",0.041840926,0.012447531,14.7722617073176,13.3995339622339,1.37272774508366,-0.464,0
"2016","CA","38","2016CA38","D",0,1,"D",1501063.31,0,6940,"0",-17,8,"D",33,64.9,"D",7,0,27.4,12.9,52.1,4.1,0.8,15.1,0.3,24.3,3.4,61.6,5.1,-1,61842,0.021085993,9.6,-0.505,-5,-16,"0","0",8.585,1501063.31,-1,0.697401878903299,0.302598121096701,1,-1.1,4.6,0.590901706,0.67544761,0.17544761,"D","On-cycle",0.090901706,-0.0845459039999999,14.2216849544679,0,14.2216849544679,-8.585,0
"2016","CA","39","2016CA39","R",0,1,"R",76513.51,3663387.68,0,"0",0,8,"D",50.8,47.1,"R",0,2,26.5,13.1,54.3,2.3,0.3,29.6,0.3,9.2,4,33.6,5.2,-0.9,79814,-0.007555066,7.2,0.663,5,1,"0","0",0,-3586874.17,1,0.422563373489969,0.577436626510031,0,-1.1,4.6,0.314550572,0.42211877,-0.07788123,"R","On-cycle",-0.185449428,-0.107568198,11.2452356750316,15.1138991458778,-3.86866347084627,0,0
"2016","CA","41","2016CA41","D",0,1,"D",999113.21,319538.09,0,"0",-12,8,"D",36.3,61.5,"D",2,0,27.6,8.6,57.1,9.3,1,5.6,0.3,22.7,4,58.2,8.7,-1.7,54917,-0.017244205,15.8,-0.476,-5,-12,"0","0",5.712,679575.12,-1,0.643618203230896,0.356381796769104,1,-1.1,4.6,0.566430192,0.589677317,0.089677317,"D","On-cycle",0.066430192,-0.023247125,13.8146243754205,12.6746348927337,1.13998948268676,-5.712,0
"2016","CA","42","2016CA42","R",0,1,"R",159128.08,1276116.53,87420.73,"0",9,8,"D",56.5,41.4,"R",0,7,27.4,10.8,68.1,5.5,0.7,9.1,0.3,11.3,5,37.2,7.3,-1.3,72324,0.012609922,8.4,0.348,5,9,"0","0",3.132,-1116988.45,1,0.409735991697534,0.590264008302466,0,-1.1,4.6,0.342622806,0.394059931,-0.105940069,"R","On-cycle",-0.157377194,-0.051437125,11.977470975751,14.0593328467956,-2.08186187104469,3.132,0
"2016","CA","43","2016CA43","D",0,1,"D",1050764.92,3196.12,0,"0",-29,8,"D",20,78,"D",7,0,29,11,36.7,23.1,0.4,12.7,0.4,21.6,5.1,46.8,7.2,-0.6,48781,0.00668293,17.4,-0.66,-5,-28,"0","0",19.14,1047568.8,-1,0.755924449305531,0.244075550694469,1,-1.1,4.6,0.709568033,1,0.5,"D","On-cycle",0.209568033,-0.290431967,13.8650299038351,8.07000568354465,5.79502422029049,-19.14,0
"2016","CA","45","2016CA45","R",0,1,"R",163890.39,1884094.1,0,"0",3,8,"D",54.8,43,"R",0,17,26.8,13.6,64,1.8,0.3,22.6,0.2,6.8,4.2,18.7,4.2,-0.7,92378,-0.008118816,5.4,0.425,5,5,"0","0",1.275,-1720203.71,1,0.41036266939507,0.58963733060493,0,-1.1,4.6,0.348792526,0.415419925,-0.084580075,"R","On-cycle",-0.151207474,-0.066627399,12.0069592313203,14.4489582105515,-2.44199897923116,1.275,0
"2016","CA","47","2016CA47","D",0,1,"D",590221.68,68687.81,0,"0",-13,8,"D",37.5,60,"D",7,0,28.5,12,55,7.4,1,21.8,0.9,8.9,5.1,34.8,5.8,-1.4,58674,0.001874766,13.5,-0.443,-5,-12,"0","0",5.759,521533.87,-1,0.625089241181015,0.374910758818985,1,-1.1,4.6,0.559894652,0.56559223,0.06559223,"D","On-cycle",0.059894652,-0.00569757800000004,13.2882551684043,11.1373415828476,2.15091358555665,-5.759,0
"2016","CA","48","2016CA48","R",0,1,"R",102343.67,686785.05,0,"0",4,8,"D",54.7,43,"R",0,12,27.3,15.4,67.5,1.1,0.4,17.9,0.3,8.8,4,21.5,4.9,-1.2,81680,-0.024351126,7.5,0.628,5,5,"0","0",2.512,-584441.38,1,0.414926877755963,0.585073122244037,0,-1.1,4.6,0.358780285,0.390214181,-0.109785819,"R","On-cycle",-0.141219715,-0.031433896,11.5361015135243,13.4397780962092,-1.90367658268486,2.512,0
