"year","state","district","ID","INC","Open","Challenge","Winner","Dcont","Rcont","Ocont","Midterm.","PVI...100.to.100.","PresYrsIncumb","PresParty","PrevPresR.","PrevPresD.","PrevPresParty","TermsDemControl","TermsRepControl","Age.25.to.44","Age.65.and.over","Race.White","Race.Black.or.African.American","Race.American.Indian.and.Alaska.Native","Race.Asian","Race.Native.Hawaiian.and.Other.Pacific.Islander","Race.Some.other.race","Race.Two.or.more.races","Race.Hispanic.or.Latino","Unemployment.Rate","Delta.unemployment.Rate","Median.household.income","PercentDelta.median.household.income","Percent.below.poverty.level","INC_DW_NOM","SabatoNum","PVI2","thirdParty","midtermEffect","ideologyEffect","dContDiff","Repub","dPct2","rPct2","dWin","Polls","dSwing","PrevElectionD2","Prev2ElectionD2","Prev2ElectionD2Diff","OpenInc","midPres","PrevElectionD2Diff","PrevElectionD2DiffSwing","logDCont","logRCont","logDContDiff","ideologyEffect2","crossPressure","Pred"
"2018","AZ","4","2018AZ4","R",0,1,"0",37752.79,182004.95,0,"1",21,2,"R",67.7,27.5,"R",0,4,20.8,25.8,88.1,1.8,1.9,1.2,0.2,4.4,2.5,18.4,3.3,-1.8,49466,-0.103525654,9.2,0.616,5,21,"0","1",12.936,-144252.16,1,0,0,0,7.6,8.7,0.284821581,0.269341059385288,-0.230658940614712,"R","R",-0.215178419,0.0154805216147116,10.5388411469887,12.1117946578322,-1.57295351084356,12.936,0,12
"2018","AZ","5","2018AZ5","R",0,1,"0",47921.69,0,265791.36,"1",15,2,"R",57.6,36.5,"R",0,5,25.8,15.9,85.6,3,1,4.5,0.2,2.7,3,17.7,3.2,-0.7,71693,-0.070760046,6.7,0.919,5,14,"0","1",13.785,47921.69,1,0,0,0,7.6,8.7,0.36859775,0.304218697,-0.195781303,"R","R",-0.13140225,0.064379053,10.7773443664392,0,10.7773443664392,13.785,0,499
"2018","AZ","6","2018AZ6","R",0,1,"0",280359.79,721398.92,0,"1",9,2,"R",52.4,42.4,"R",0,13,26,17.1,85.1,2.7,1.6,4.7,0.1,3,2.8,16.3,3.2,-1.3,67830,-0.078844169,8.3,0.633,3,8,"0","1",5.697,-441039.13,1,0,0,0,7.6,8.7,0.383772763,0.35138355,-0.14861645,"R","R",-0.116227237,0.032389213,12.543832588416,13.4889489365561,-0.945116348140118,5.697,0,1831
"2018","AZ","8","2018AZ8","R",0,1,"0",47141.51,839797.19,7917.18,"1",13,2,"R",58.1,37,"R",0,4,24.1,20.4,84.8,4.5,0.8,3.5,0.1,3,3.3,19.3,3,-1,61754,-0.040450821,5.3,0.749,5,13,"0","1",9.737,-792655.68,1,0,0,0,7.6,8.7,0,0,-0.5,"R","R",-0.5,0,10.7609304207239,13.6409168919548,-2.87998647123097,9.737,0,61
"2018","AZ","9","2018AZ9","D",1,1,"0",267633.66,325569.19,0,"1",-4,2,"R",38.4,54.7,"D",18,2,31.1,10.8,76.1,5.4,3,4.8,0.3,6.5,4,27.5,3.9,-1.3,55349,-0.081609424,12,-0.108,-3,-5,"0","-1",0.432,-57935.53,-1,0,0,0,7.6,8.7,0.611229195,0.56637264279578,0.0663726427957804,"Open","R",0.111229195,0.0448565522042196,12.4973781205231,12.6933333548651,-0.195955234341998,-0.432,0,17363
"2018","AR","1","2018AR1","R",0,1,"0",39057.49,549945.02,0,"1",17,2,"R",65,30.2,"R",0,5,24.5,17.3,78.3,18,0.4,0.5,0,1,1.8,3.2,3.9,-1,40492,-0.088017386,14,0.38,5,18,"0","1",6.46,-510887.53,1,0,0,0,7.6,8.7,0,0.33860965199585,-0.16139034800415,"R","R",-0.5,-0.33860965199585,10.5728155452093,13.2175754069375,-2.64475986172826,6.46,0,6
"2018","AR","2","2018AR2","R",0,1,"0",584465.73,547918.42,0,"1",7,2,"R",52.4,41.7,"R",0,5,26.8,14.3,72.5,22.2,0.3,1.6,0,1.1,2.3,5,2.8,-1.6,49498,-0.046304901,11.2,0.474,3,7,"0","1",3.318,36547.3099999999,1,0,0,0,7.6,8.7,0.386729537844736,0.456751268733914,-0.0432487312660859,"R","R",-0.113270462155264,-0.0700217308891785,13.2784551378294,13.2138835113225,0.0645716265068721,3.318,0,2583
"2018","AR","3","2018AR3","R",0,1,"0",81445.46,675290.98,0,"1",19,2,"R",61.9,30.5,"R",0,21,26.8,13.6,85,2.9,1.1,2.8,0.8,4.4,3,13.7,2,-1.7,47903,-0.056739661,10.2,0.347,5,18,"0","1",6.593,-593845.52,1,0,0,0,7.6,8.7,0,0,-0.5,"R","R",-0.5,0,11.3077011508389,13.4229004392892,-2.11519928845034,6.593,0,13
"2018","AR","4","2018AR4","R",0,1,"0",43790.72,577271.17,835.58,"1",17,2,"R",64.2,31.3,"R",0,4,23,17.7,74.8,19.6,0.7,0.6,0,2.6,1.7,5.6,3.1,-2,39586,-0.064391452,14.4,0.544,5,17,"0","1",9.248,-533480.45,1,0,0,0,7.6,8.7,0,0.441956167959266,-0.0580438320407345,"R","R",-0.5,-0.441956167959266,10.6872000373981,13.2660691327157,-2.57886909531758,9.248,0,7
"2018","CA","1","2018CA1","R",0,1,"0",403215.26,242945.08,12063.9,"1",11,2,"R",56.2,36.5,"R",0,4,22.2,19.6,86.4,1.4,1.9,2.7,0.2,2.7,4.7,13.1,3.8,-2.1,47488,-0.036788241,10.5,0.55,5,11,"0","1",6.05,160270.18,1,0,0,0,7.6,8.7,0.404861236,0.389699222,-0.110300778,"R","R",-0.095138764,0.015162014,12.9072283223071,12.4005948046967,0.506633517610446,6.05,0,1076
"2018","CA","2","2018CA2","D",0,1,"0",552291.14,3016.25,0,"1",-22,2,"R",21.5,72.9,"D",4,0,23.4,18.3,80.4,1.5,2.1,3.7,0.2,7.2,4.9,17.3,3.6,-1.4,66604,-0.054651372,7.5,-0.428,-5,-23,"0","-1",9.416,549274.89,-1,0,0,0,7.6,8.7,0.770896409,0.749912653,0.249912653,"D","R",0.270896409,0.020983756,13.221832424392,8.01210109949801,5.20973132489402,-9.416,0,20000
"2018","CA","3","2018CA3","D",0,1,"0",381973.28,10526.51,0,"1",-5,2,"R",16.8,77.7,"D",4,0,25.5,13,65.8,6,1,11.1,0.5,9.5,6,29.1,3.7,-2.9,61508,-0.084574364,9.6,-0.311,-5,-13,"0","-1",1.555,371446.77,-1,0,0,0,7.6,8.7,0.582309381,0.527246107,0.027246107,"D","R",0.082309381,0.055063274,12.853108555479,9.26174710992877,3.59136144555026,-1.555,0,19959
"2018","CA","4","2018CA4","R",0,1,"0",1084166.04,664859.82,0,"1",10,2,"R",42.9,51.5,"D",0,14,22.3,19.2,85.4,1.3,1,4.8,0.2,3,4.3,12.9,3,-2.8,74074,-0.101614602,6.2,0.749,3,6,"0","1",7.49,419306.22,1,0,0,0,7.6,8.7,0.37215236,0,-0.5,"R","R",-0.12784764,0.37215236,13.8963225450511,13.4073330045,0.488989540551104,7.49,0,3060
"2018","CA","7","2018CA7","D",0,1,"0",551731.06,502617.61,0,"1",-3,2,"R",29.6,64.5,"D",20,0,26.7,14,64.7,7.5,0.7,15.1,0.8,4.2,6.9,16.9,3.5,-3.5,68735,-0.052025897,8.9,-0.228,-3,-8,"0","-1",0.684,49113.45,-1,0,0,0,7.6,8.7,0.511914961,0.503962699,0.00396269900000001,"D","R",0.011914961,0.00795226199999999,13.2208178088645,13.1275869308634,0.0932308780011439,-0.684,0,17990
"2018","CA","8","2018CA8","R",0,1,"0",289238.94,698767.32,0,"1",9,2,"R",29.6,64.5,"D",2,2,25,12.6,75.6,8.2,1.4,3,0.3,7,4.4,39,5.1,-2.5,49194,-0.046082856,15.2,0.39,5,1,"0","1",3.51,-409528.38,1,0,0,0,7.6,8.7,0.372535549,0.323531466,-0.176468534,"R","R",-0.127464451,0.049004083,12.5750118648487,13.4570745213546,-0.882062656505946,3.51,0,900
"2018","CA","9","2018CA9","D",0,1,"0",411596.69,28520.29,0,"1",-8,2,"R",29.6,64.5,"D",20,0,25.9,12,55.2,8.9,0.7,14.4,0.5,11.4,8.8,38.1,5.1,-2.9,61454,-0.089432746,11.5,-0.259,-5,-11,"0","-1",2.072,383076.4,-1,0,0,0,7.6,8.7,0.576297477,0.523703838,0.023703838,"D","R",0.076297477,0.052593639,12.9278016706814,10.2584061049219,2.66939556575951,-2.072,0,19937
"2018","CA","10","2018CA10","R",0,1,"0",887200.89,0,337.81,"1",0,2,"R",45.5,48.5,"D",0,4,26.7,11.8,72.7,3.2,0.6,6.6,0.7,11,5.3,42.4,5.7,-3.1,60235,-0.101668465,9,0.307,1,0,"0","1",0,887200.89,1,0,0,0,7.6,8.7,0.47630676,0.438510799,-0.061489201,"R","R",-0.02369324,0.037795961,13.6958278453136,0,13.6958278453136,0,1,13148
"2018","CA","11","2018CA11","D",0,1,"0",294834.08,0,0,"1",-21,2,"R",22.7,71.5,"D",7,0,25.9,15.4,61.7,8.4,0.4,13.6,0.5,9.5,5.9,26.3,3.9,-1.9,86000,-0.120546512,6.9,-0.529,-5,-22,"0","-1",11.109,294834.08,-1,0,0,0,7.6,8.7,0.717622167,0.672739348,0.172739348,"D","R",0.217622167,0.044882819,12.5941714281473,0,12.5941714281473,-11.109,0,20000
"2018","CA","12","2018CA12","D",0,1,"0",191059.81,2468.45,6070.03,"1",-37,2,"R",8.7,86.2,"D",14,0,40.4,14.2,50.4,5.4,0.4,31.9,0.4,6.6,4.9,14.8,3.1,-1.4,105918,-0.233473064,5.9,-0.49,-5,-37,"0","-1",18.13,188591.36,-1,0,0,0,7.6,8.7,1,0.832537553,0.332537553,"D","R",0.5,0.167462447,12.1603470333209,7.81175073276214,4.34859630055879,-18.13,0,20000
"2018","CA","14","2018CA14","D",0,1,"0",450606.68,0,0,"1",-27,2,"R",18.2,76.9,"D",14,0,28.9,14.7,47,3.1,0.3,32.9,1.4,10.3,5.1,24.1,2.6,-2.4,103850,-0.140674049,3.8,-0.383,-5,-27,"0","-1",10.341,450606.68,-1,0,0,0,7.6,8.7,0.808839177,0.766959892,0.266959892,"D","R",0.308839177,0.0418792849999999,13.0183523507764,0,13.0183523507764,-10.341,0,20000
"2018","CA","15","2018CA15","D",0,1,"0",0,3457.87,7700.56,"1",-20,2,"R",24.2,69.9,"D",10,0,29.1,11.9,48.1,6.1,0.5,31.4,1.1,6.7,6,22.9,2.7,-2.2,106291,-0.131525717,5,-0.364,-5,-21,"0","-1",7.28,-3457.87,-1,0,0,0,7.6,8.7,0.737557714,0.698053266,0.198053266,"D","R",0.237557714,0.0395044480000001,0,8.1486972251144,-8.1486972251144,-7.28,0,20000
"2018","CA","16","2018CA16","D",0,1,"0",557259.45,84068.93,0,"1",-9,2,"R",36.4,58,"D",20,0,27.2,9.7,57,6,1.1,9.3,0.2,22.4,4,59.8,7.2,-1.2,40207,-0.072524685,25,-0.187,-5,-9,"0","-1",1.683,473190.52,-1,0,0,0,7.6,8.7,0.578363985,0.507311993,0.00731199299999996,"D","R",0.078363985,0.071051992,13.2307880038762,11.3394042314895,1.8913837723867,-1.683,0,19746
"2018","CA","17","2018CA17","D",0,1,"0",7208.91,2754,0,"1",-25,2,"R",20.5,73.9,"D",15,0,33.3,11.6,31.8,2.6,0.4,52.7,0.5,7.6,4.4,16.5,2.9,-1.8,121150,-0.150755262,3.6,-0.612,-5,-25,"0","-1",15.3,4454.91,-1,0,0,0,7.6,8.7,1,1,0.5,"D","R",0.5,0,8.88321174753812,7.92117272158701,0.962039025951103,-15.3,0,20000
"2018","CA","18","2018CA18","D",0,1,"0",787695.28,0,0,"1",-23,2,"R",20.2,73.4,"D",19,0,27.5,14.4,65.6,1.9,0.3,21.6,0.4,5.4,4.9,16.7,2.3,-1.7,125790,-0.146839971,5.1,-0.382,-5,-24,"0","-1",8.786,787695.28,-1,0,0,0,7.6,8.7,0.712317907,0.677543206,0.177543206,"D","R",0.212317907,0.034774701,13.5768678630701,0,13.5768678630701,-8.786,0,20000
"2018","CA","21","2018CA21","R",0,1,"0",493094.74,714671.07,0,"1",-5,2,"R",39.7,55.2,"D",0,21,28.6,8.1,70.4,4.1,1.1,3.1,0.2,18.2,2.8,73.8,6.3,-2.1,41174,-0.078301841,23.9,0.254,3,-5,"0","1",-1.27,-221576.33,1,0,0,0,7.6,8.7,0.420261759,0.421658667,-0.078341333,"R","R",-0.079738241,-0.00139690799999997,13.1084586329536,13.4795790731105,-0.371120440156821,-1.27,1,4857
"2018","CA","22","2018CA22","R",0,1,"0",258008.8,0,0,"1",8,2,"R",52.1,42.6,"R",0,9,26.7,11.8,73.5,3.1,1,7.6,0.2,10.5,4,46.7,4.9,-2.2,56524,-0.064167433,15.5,0.448,3,7,"0","1",3.584,258008.8,1,0,0,0,7.6,8.7,0.317900397,0.279649323,-0.220350677,"R","R",-0.182099603,0.038251074,12.4607528476785,0,12.4607528476785,3.584,0,3843
"2018","CA","23","2018CA23","R",0,1,"0",83337.56,0,0,"1",14,2,"R",58.1,36.1,"R",0,4,26.8,11.8,74.6,6.5,1.1,5.1,0.2,8.6,4,38.2,5.7,-0.7,54437,0.020886529,15.8,0.462,5,13,"0","1",6.468,83337.56,1,0,0,0,7.6,8.7,0.299933391,0.251605828,-0.248394172,"R","R",-0.200066609,0.048327563,11.3306666262095,0,11.3306666262095,6.468,0,716
"2018","CA","24","2018CA24","D",0,1,"0",639209.81,563739.67,0,"1",-7,2,"R",36.5,56.7,"D",4,0,23.8,15.3,78.6,2,0.9,4.7,0.1,9.8,3.9,35.6,3.2,-1.4,68929,-0.096519607,6.9,-0.306,-3,-8,"0","-1",2.142,75470.14,-1,0,0,0,7.6,8.7,0.532463085,0.519271205,0.019271205,"D","R",0.0324630849999999,0.0131918799999999,13.3679895850559,13.2423496197729,0.125639965282966,-2.142,0,17593
"2018","CA","25","2018CA25","R",0,1,"0",1272502.6,372046.97,0,"1",0,2,"R",43.6,50.3,"D",0,14,25.4,10.6,64.7,7.8,0.6,8.1,0.2,13.2,5.4,37.8,4,-2.2,75367,-0.04013693,9.6,0.405,1,-1,"0","1",0,900455.63,1,0,0,0,7.6,8.7,0.458012919,0,-0.5,"R","R",-0.041987081,0.458012919,14.0564968564794,12.8267780765546,1.22971877992479,0,1,11750
"2018","CA","26","2018CA26","D",0,1,"0",507572.15,248219.65,0,"1",-7,2,"R",36,57.9,"D",4,0,25.5,13.8,79.4,1.8,0.7,6.8,0.2,6.8,4.2,44.7,3.3,-2.5,76914,-0.011857399,6.5,-0.287,-5,-8,"0","-1",2.009,259352.5,-1,0,0,0,7.6,8.7,0.598637098,0.513316336,0.013316336,"D","R",0.098637098,0.0853207619999999,13.1373961174422,12.4220733473248,0.715322770117405,-2.009,0,19457
"2018","CA","28","2018CA28","D",0,1,"0",0,11548.1,40502.82,"1",-23,2,"R",22.3,72.1,"D",9,0,34.4,14.5,67.2,2.8,0.3,13.4,0.1,12.2,4,25.9,5,-1.4,63940,-0.122568033,9.3,-0.348,-5,-23,"0","-1",8.004,-11548.1,-1,0,0,0,7.6,8.7,0.779236072,1,0.5,"D","R",0.279236072,-0.220763928,0,9.35436279083594,-9.35436279083594,-8.004,0,19999
"2018","CA","29","2018CA29","D",0,1,"0",990535.4,2734,6311.66,"1",-29,2,"R",16.8,77.7,"D",20,0,31.2,9.5,58.1,3.9,0.6,7.8,0.1,27,2.5,68.7,4.4,-3.2,50655,-0.070713651,16.1,-0.377,-5,-29,"0","-1",10.933,987801.4,-1,0,0,0,7.6,8.7,1,0.746131276,0.246131276,"D","R",0.5,0.253868724,13.8060018935621,7.91388671485608,5.89211517870604,-10.933,0,20000
"2018","CA","30","2018CA30","D",0,1,"0",502135.03,0,0,"1",-18,2,"R",25.7,69.1,"D",20,0,29.4,14.3,66.5,4.8,0.3,12.5,0.2,11.2,4.6,28.8,4.4,-1.4,76778,-0.078512074,8.5,-0.341,-5,-19,"0","-1",6.138,502135.03,-1,0,0,0,7.6,8.7,0.724391978,0.656399991,0.156399991,"D","R",0.224391978,0.067991987,13.1266263380621,0,13.1266263380621,-6.138,0,19999
"2018","CA","31","2018CA31","D",0,1,"0",940254.32,421623.64,0,"1",-8,2,"R",36.6,57.7,"D",3,0,28.2,9.9,61.5,10.6,0.7,7.8,0.3,14.3,4.8,52.2,5.2,-2.3,58668,-0.084679894,14.6,-0.287,-5,-9,"0","-1",2.296,518630.68,-1,0,0,0,7.6,8.7,0.556733353,0.517337449,0.017337449,"D","R",0.056733353,0.039395904,13.7539067343862,12.9518707185243,0.802036015861963,-2.296,0,19621
"2018","CA","33","2018CA33","D",0,1,"0",678545.65,17849.03,0,"1",-16,2,"R",26.5,67.8,"D",14,0,27.9,16.3,74.1,2.9,0.3,14,0.2,3.2,5.3,12.6,3.5,-1.3,101956,-0.054513712,4.4,-0.361,-5,-17,"0","-1",5.776,660696.62,-1,0,0,0,7.6,8.7,0.662554092,0.591872415,0.091872415,"D","R",0.162554092,0.0706816770000001,13.4277085104993,9.78976046787864,3.63794804262068,-5.776,0,19995
"2018","CA","35","2018CA35","D",0,1,"0",419445.83,1888.87,0,"1",-19,2,"R",26.9,67.7,"D",14,0,29.5,8.4,50.4,6.8,0.9,6.6,0.4,30.6,4.2,70,5.4,-2.4,57159,-0.042180584,13.5,-0.361,-5,-19,"0","-1",6.859,417556.96,-1,0,0,0,7.6,8.7,0.717637752,1,0.5,"D","R",0.217637752,-0.282362248,12.9466920507301,7.54426332261924,5.40242872811085,-6.859,0,20000
"2018","CA","36","2018CA36","D",0,1,"0",0,255236.65,0,"1",-2,2,"R",43.4,52.2,"D",10,0,23.7,20,68,4.3,1.2,3.2,0.2,19.7,3.6,48.7,4.9,-2.6,44567,0.016334956,15.4,-0.238,-5,-2,"0","-1",0.476,-255236.65,-1,0,0,0,7.6,8.7,0.61426561,0.541840926,0.041840926,"D","R",0.11426561,0.072424684,0,12.4499503509191,-12.4499503509191,-0.476,0,19236
"2018","CA","37","2018CA37","D",0,1,"0",511905.3,2335.25,0,"1",-37,2,"R",9.6,85.7,"D",14,0,32.7,12.2,41.8,23.5,0.8,10.2,0.1,19.5,4,38.2,4.2,-2.5,55190,-0.090578003,14.5,-0.587,-5,-37,"0","-1",21.719,509570.05,-1,0,0,0,7.6,8.7,1,0.842813354,0.342813354,"D","R",0.5,0.157186646,13.1458968794612,7.75630235876977,5.3895945206914,-21.719,0,20000
"2018","CA","38","2018CA38","D",0,1,"0",0,0,0,"1",-17,2,"R",27.4,67,"D",9,0,27.2,13.5,51.3,4,0.7,15.4,0.3,24.9,3.5,62,3.7,-1.4,66421,-0.06893904,8.6,-0.508,-5,-18,"0","-1",8.636,0,-1,0,0,0,7.6,8.7,0.697401879,0.590901706,0.090901706,"D","R",0.197401879,0.106500173,0,0,0,-8.636,0,19982
"2018","CA","39","2018CA39","R",1,1,"0",1532240.97,1575950.78,5344.83,"1",0,2,"R",42.9,51.5,"D",0,4,26.4,13.6,53.2,2.2,0.4,30.1,0.2,9.7,4.1,33.5,3.4,-1.8,85188,-0.063084002,6.9,0.66,1,-1,"0","1",0,-43709.8100000001,1,0,0,0,7.6,8.7,0.422563373,0.314550572,-0.185449428,"Open","R",-0.077436627,0.108012801,14.2422425606751,14.2703699524852,-0.0281273918100968,0,1,9738
"2018","CA","41","2018CA41","D",0,1,"0",626934.84,158710.16,0,"1",-12,2,"R",33.1,61,"D",4,0,27.8,9,54,9.4,0.8,5.4,0.3,26.1,4,58.6,5.4,-3.3,62069,-0.115226603,12.9,-0.465,-5,-12,"0","-1",5.58,468224.68,-1,0,0,0,7.6,8.7,0.643618203,0.566430192,0.066430192,"D","R",0.143618203,0.0771880110000001,13.3485994858305,11.9748412254031,1.37375826042736,-5.58,0,19874
"2018","CA","42","2018CA42","R",0,1,"0",186492.74,886683.86,33417.6,"1",9,2,"R",53.4,41.4,"R",0,9,27.4,11.1,66.8,5.4,0.7,9.1,0.4,12.3,5.4,38,4.4,-2.9,76504,-0.054637666,8.2,0.348,5,8,"0","1",3.132,-700191.12,1,0,0,0,7.6,8.7,0.409735992,0.342622806,-0.157377194,"R","R",-0.090264008,0.067113186,12.136152951819,13.6952449106763,-1.55909195885724,3.132,0,1621
"2018","CA","43","2018CA43","D",0,1,"0",383858.04,290624.67,0,"1",-29,2,"R",16.7,78.4,"D",9,0,29.4,11.2,35.5,22.9,0.5,12.6,0.5,22.8,5.2,46.8,4.3,-2.9,54614,-0.106804116,13.9,-0.655,-5,-29,"0","-1",18.995,93233.37,-1,0,0,0,7.6,8.7,0.755924449,0.709568033,0.209568033,"D","R",0.255924449,0.046356416,12.858030680845,12.5797913606974,0.278239320147508,-18.995,0,20000
"2018","CA","44","2018CA44","D",0,1,"0",513209.17,39151.84,0,"1",-35,2,"R",12.3,83,"D",4,0,27.9,9.3,45.2,15.9,1,5.7,0.6,27.9,3.7,70,5.2,-3.3,50890,-0.087286304,18.1,-0.505,-5,-35,"0","-1",17.675,474057.33,-1,0,0,0,7.6,8.7,1,1,0.5,"D","R",0.5,0,13.1484407283628,10.575228240295,2.57321248806784,-17.675,0,20000
"2018","CA","45","2018CA45","R",0,1,"0",3594997.79,0,36310.06,"1",3,2,"R",44.4,49.8,"D",0,19,26.6,14,63.2,1.9,0.3,23.5,0.2,6.4,4.5,18.4,3.2,-1,97356,-0.051131928,5.2,0.429,2,1,"0","1",1.287,3594997.79,1,0,0,0,7.6,8.7,0.410362669,0.348792526,-0.151207474,"R","R",-0.089637331,0.061570143,15.0950542125586,0,15.0950542125586,1.287,0,5568
"2018","CA","46","2018CA46","D",0,1,"0",312470.33,0,0,"1",-15,2,"R",27.9,66.3,"D",4,0,30.9,8.9,59.5,1.6,0.5,12.5,0.3,23.2,2.3,66.4,3.7,-2.2,61304,-0.100026099,12.1,-0.273,-5,-16,"0","-1",4.095,312470.33,-1,0,0,0,7.6,8.7,1,0.596987337,0.096987337,"D","R",0.5,0.403012663,12.6522679999499,0,12.6522679999499,-4.095,0,20000
